id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,instrumentalness,liveness,speechiness
863,Seventeen Going Under,Sam Fender,indie,energetic,0.873,161.948,0.611,0.477,0.00471,0.00589,0.0813,0.0355
864,I Want To Come Home For Christmas - SaLaAM ReMi Remix,Marvin Gaye;Salaam Remi,indie,fiery,0.675,179.475,0.337,0.288,0.0741,0.0,0.527,0.0577
865,Notion,The Rare Occasions,indie,aggressive,0.883,159.488,0.312,0.309,0.0673,0.00111,0.0849,0.0808
866,Pretty Little Things,Claire Rosinkranz,indie,melancholy,0.371,79.01,0.45,0.506,0.782,0.0,0.11,0.0717
867,Prema Swaramulalo,Hriday Gattani;Chinmayi,indie,fiery,0.533,142.405,0.468,0.493,0.552,1.39e-05,0.134,0.0409
868,Bas Mein,Bhuvan Bam,indie,happy,0.905,127.969,0.814,0.73,0.218,0.0,0.0773,0.0888
869,Out of My League,Fitz and The Tantrums,indie,energetic,0.968,169.965,0.527,0.545,0.0387,0.00325,0.331,0.0853
870,HandClap,Fitz and The Tantrums,indie,happy,0.836,139.957,0.715,0.634,0.00609,0.000157,0.0828,0.0427
871,Girlfriend,(Hed) P.E.,industrial,energetic,0.698,179.959,0.568,0.635,0.05,2.94e-05,0.569,0.237
872,Bravery,Assemblage 23,industrial,happy,0.941,130.021,0.667,0.566,0.0122,0.0019,0.0727,0.0314
873,No Devotion,Revolting Cocks,industrial,fiery,0.681,127.218,0.395,0.667,0.0944,0.0783,0.444,0.0629
874,Antichrist Superstar,Marilyn Manson,industrial,aggressive,0.833,172.015,0.357,0.384,0.000777,0.00489,0.18,0.0779
875,Soul Parasites,Celldweller,industrial,happy,0.792,92.0,0.786,0.555,7.16e-05,2.95e-06,0.09,0.0558
876,Fat Fuck,CKY,industrial,energetic,0.911,124.03,0.532,0.715,0.0351,4.01e-06,0.17,0.0654
877,Fatal Fall,Flaw,industrial,aggressive,0.879,110.086,0.434,0.514,0.00122,0.0,0.221,0.0444
878,"Snap Your Fingers, Snap Your Neck",Prong,industrial,happy,0.788,137.38,0.692,0.668,7.48e-05,0.108,0.0792,0.0424
879,Bender,Sevendust,industrial,energetic,0.943,106.94,0.547,0.609,0.000147,0.138,0.502,0.101
880,Electric Avenue,Powerman 5000,industrial,energetic,0.886,123.973,0.555,0.574,0.00899,0.0,0.449,0.0945
881,Feast or Famine,HELLYEAH,industrial,energetic,0.944,124.86,0.596,0.295,3.98e-05,1.71e-05,0.346,0.164
882,The Beautiful People,Marilyn Manson,industrial,happy,0.834,143.973,0.937,0.621,0.000779,0.456,0.0611,0.0557
883,Open Eyed,Skindred,industrial,happy,0.979,129.944,0.68,0.596,0.00521,0.000116,0.425,0.0967
884,Game Over,Machine Head,industrial,aggressive,0.984,98.231,0.285,0.237,0.000372,3.83e-06,0.0841,0.174
885,Glaubenskrieg,Feindflug,industrial,aggressive,0.886,139.867,0.075,0.581,0.00498,0.854,0.105,0.0289
886,Fravak,Electroqute,iranian,fiery,0.544,120.034,0.405,0.639,0.0516,0.845,0.0899,0.0414
887,Last Winter,Atria,iranian,aggressive,0.976,130.023,0.111,0.507,2.08e-05,0.00393,0.224,0.215
888,Unstoppable,Saeed Dehghan;Beatbynajwa,iranian,aggressive,0.929,160.051,0.154,0.541,0.0189,0.677,0.241,0.0683
889,Thirty,Farzad Golpayegani,iranian,aggressive,0.963,137.932,0.239,0.377,0.119,0.909,0.115,0.108
890,Hegemony,Confess,iranian,aggressive,0.953,119.984,0.442,0.512,2.78e-05,0.649,0.136,0.0846
891,Joghde Shab,Najand,iranian,intense,0.641,66.431,0.26,0.366,0.884,0.000308,0.282,0.045
892,Captivity Spinal Cord,Ekwon,iranian,aggressive,0.975,119.946,0.102,0.506,4.31e-06,0.933,0.402,0.0763
893,Repetitious (Zamaangard),Baaroot,iranian,melancholy,0.146,179.832,0.212,0.264,0.942,0.0549,0.0985,0.0314
894,Quantum Zero,Alphaxone;protoU,iranian,sad,0.132,86.269,0.0337,0.117,0.349,0.779,0.339,0.037
895,Pieces Whirling In The Wind,Rojin Sharafi,iranian,intense,0.511,86.219,0.111,0.345,0.29,0.0921,0.3,0.0433
896,Sval,Jaleh Negari,iranian,melancholy,0.00125,78.273,0.0266,0.0663,0.871,0.92,0.11,0.0445
897,"Hesar:For Saxophone & Orchestra,Ensemble Zeitfluss",Kiawasch Sahebnassagh,iranian,melancholy,0.13,136.808,0.0395,0.33,0.9,0.324,0.322,0.0377
898,Foresight,Alphaxone,iranian,intense,0.67,119.873,0.0366,0.202,0.611,0.889,0.091,0.139
899,Future Ghost,Alphaxone;Onasander;protoU,iranian,melancholy,0.342,140.204,0.0335,0.142,0.939,0.896,0.119,0.0634
900,"Last Men, Last Dreams",Silent Path,iranian,aggressive,0.802,75.878,0.0389,0.124,0.491,0.9,0.121,0.0733
901,Cold World - Tv Track,Rhumba,j-dance,moody,0.36,100.026,0.0912,0.725,0.297,0.192,0.117,0.0803
902,WE OUTSIDE,Navino;Tanto Blacks aka Real Rich;Vodca,j-dance,fiery,0.623,99.058,0.467,0.811,0.0563,0.000316,0.187,0.0855
903,Vibes,Skeng,j-dance,peaceful,0.391,105.05,0.668,0.925,0.585,8.07e-06,0.0814,0.0609
904,Dance My Stress Away (with Stephen Marley),Demarco;Stephen Marley,j-dance,happy,0.756,174.042,0.662,0.593,0.198,0.0,0.104,0.129
905,Better Now,Vanessa Bling,j-dance,moody,0.496,72.109,0.304,0.518,0.301,0.0,0.102,0.173
906,Rage,Teejay;Extended Play Records,j-dance,fiery,0.684,100.096,0.329,0.68,0.023,0.0,0.124,0.064
907,星の王子さま,LOZAREENA,j-dance,excited,0.504,100.008,0.522,0.867,0.217,0.0,0.0721,0.0615
908,G Move [Unique],Kyodi,j-dance,fiery,0.694,177.31,0.434,0.523,0.277,0.0,0.119,0.347
909,Sex Compliment,Kalado,j-dance,energetic,0.702,119.569,0.547,0.567,0.0415,0.0,0.111,0.266
910,Laugh & Gwan,Mavado,j-dance,aggressive,0.819,100.103,0.293,0.872,0.41,0.0,0.135,0.102
911,Murdah,Rytikal;Jahvillani,j-dance,fiery,0.699,133.067,0.487,0.593,0.172,0.0,0.0945,0.394
912,Using What You Got,Flying Lotus,j-dance,happy,0.625,85.786,0.736,0.661,0.0314,0.894,0.173,0.113
913,Darkness Rise,Tommy Lee Sparta,j-dance,aggressive,0.774,91.996,0.221,0.423,0.194,0.0,0.116,0.175
914,Can Believe,Popcaan,j-dance,energetic,0.688,105.187,0.578,0.606,0.296,0.0,0.288,0.284
915,Cool It (No Saints Remix),Spice;Epik Jones;No Saints,j-dance,excited,0.676,100.062,0.82,0.911,0.128,0.00181,0.21,0.251
916,WORLD PARADE,NEO JAPONISM,j-idol,aggressive,0.865,180.203,0.395,0.505,0.0167,0.0,0.166,0.0761
917,HOT UP!!!,Shiritsu Ebisu Chugaku,j-idol,happy,0.926,167.982,0.66,0.457,0.00356,0.000354,0.108,0.103
918,SUNSET BEACH,Seiko Matsuda,j-idol,melancholy,0.355,86.806,0.18,0.556,0.785,1.19e-05,0.15,0.0255
919,あの輝いた季節,Seiko Matsuda,j-idol,melancholy,0.462,135.93,0.181,0.413,0.591,3.01e-05,0.249,0.0281
920,I WANT TO DiE!!!!!,BiS,j-idol,aggressive,0.966,99.993,0.268,0.471,0.0002,0.0621,0.189,0.0617
921,チェリーブラッサム,Seiko Matsuda,j-idol,energetic,0.788,145.339,0.622,0.642,0.0989,2.44e-05,0.363,0.0414
922,仮契約のシンデレラ(中卒ver.),Shiritsu Ebisu Chugaku,j-idol,energetic,0.972,170.03,0.605,0.486,0.0204,0.00847,0.308,0.239
923,好きで好きでしょうがない,Last Idol,j-idol,happy,0.945,140.989,0.744,0.531,0.149,0.000644,0.19,0.0405
924,Primal.,BiS,j-idol,aggressive,0.959,184.129,0.256,0.309,0.000127,0.0202,0.074,0.0621
925,オーダーメイドとレディーメイド,Wasuta,j-idol,happy,0.907,130.035,0.689,0.68,0.0917,2.33e-06,0.216,0.0498
926,Colorless,a crowd of rebellion,j-idol,aggressive,0.983,110.027,0.205,0.25,4.21e-05,0.564,0.383,0.268
927,恋人がサンタクロース,Flower,j-idol,happy,0.935,131.999,0.662,0.735,0.315,0.00555,0.116,0.04
928,世界のほんの片隅から,ZONE,j-idol,aggressive,0.853,107.037,0.492,0.581,0.352,1.11e-05,0.125,0.0358
929,Kagerou,BABYMETAL,j-idol,aggressive,0.941,97.498,0.282,0.425,3.1e-05,0.0168,0.409,0.077
930,飛べないアゲハチョウ,AKB48,j-idol,energetic,0.885,106.471,0.617,0.644,0.0367,0.0137,0.0903,0.0573
931,distance,Long Shot Party,j-pop,energetic,0.955,99.031,0.535,0.462,0.04,0.0,0.361,0.0897
932,Terpesona,Glenn Fredly;Audy,j-pop,happy,0.723,77.993,0.7,0.558,0.213,0.00637,0.06,0.0294
933,知らないままで,ロクデナシ,j-pop,happy,0.819,184.069,0.872,0.602,0.476,3.4e-06,0.098,0.0317
934,カラノココロ,Anly,j-pop,energetic,0.866,109.934,0.633,0.622,0.147,0.00497,0.148,0.0507
935,"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",Doris Day;Frank DeVol & His Orchestra,j-pop,peaceful,0.341,177.229,0.776,0.416,0.864,0.0,0.724,0.0391
936,CENTER OF UNIVERSE,Mr.Children,j-pop,aggressive,0.786,149.856,0.412,0.445,0.0105,0.0,0.137,0.0451
937,Rain - Long Ver.,Motohiro Hata,j-pop,fiery,0.604,92.02,0.351,0.588,0.343,6.86e-05,0.252,0.024
938,Benim Annem Güzel Annem,Sertab Erener;Öykü Karayel,j-pop,melancholy,0.185,77.943,0.353,0.671,0.986,0.0,0.106,0.0302
939,The Beginning,ONE OK ROCK,j-pop,aggressive,0.983,182.058,0.279,0.36,8.83e-05,0.0,0.111,0.101
940,MajiでKoiする5秒前,Ryoko Hirosue,j-pop,happy,0.912,103.966,0.793,0.694,0.073,0.0,0.0406,0.0297
941,Vi kommer aldrig att dö,Bo Kaspers Orkester,j-pop,moody,0.499,110.153,0.194,0.664,0.0589,0.000826,0.103,0.0298
942,あなたのキスを数えましょう 〜You were mine〜,Yuki Koyanagi,j-pop,moody,0.481,125.943,0.308,0.564,0.237,0.0,0.157,0.0277
943,感電,Kenshi Yonezu,j-pop,happy,0.723,103.101,0.688,0.633,0.107,0.0,0.0818,0.143
944,"One more time,One more chance",Masayoshi Yamazaki,j-pop,melancholy,0.429,129.491,0.396,0.519,0.658,0.0,0.111,0.0317
945,Deirdres samba,Cornelis Vreeswijk,j-pop,peaceful,0.296,100.481,0.854,0.624,0.93,0.108,0.128,0.0585
946,Ayrilik,Düş Sokağı Sakinleri,j-rock,melancholy,0.284,103.895,0.264,0.692,0.956,0.0332,0.0998,0.0298
947,Me Leva,Onze:20,j-rock,happy,0.648,139.968,0.84,0.618,0.383,0.0,0.0874,0.0307
948,You Can't Hurry Love,Hi-STANDARD,j-rock,happy,0.985,130.995,0.709,0.597,0.00084,0.0134,0.0643,0.0512
949,働く女,Macaroni Empitsu,j-rock,happy,0.505,95.046,0.752,0.743,0.566,1.73e-06,0.048,0.0453
950,Seven Deadly Sins,MAN WITH A MISSION,j-rock,aggressive,0.967,142.887,0.345,0.368,0.00497,0.0,0.223,0.15
951,Piç,Peyk,j-rock,excited,0.563,120.094,0.708,0.799,0.349,1.91e-05,0.0875,0.0468
952,Ghost Rule,DECO*27,j-rock,aggressive,0.894,104.955,0.472,0.564,0.0279,0.0,0.281,0.0601
953,"21st Century Schizoid Man - Including ""Mirrors""",King Crimson,j-rock,energetic,0.701,92.646,0.555,0.306,0.000398,0.592,0.197,0.0647
954,君の名を呼ぶ(2003),Shogo Hamada,j-rock,melancholy,0.403,92.994,0.281,0.558,0.685,0.0,0.11,0.0248
955,BAD FEELING,BOØWY,j-rock,energetic,0.966,132.899,0.571,0.606,0.000226,0.0529,0.0819,0.0617
956,空想科学少年,PornoGraffitti,j-rock,happy,0.996,144.146,0.946,0.55,0.0018,5.43e-06,0.124,0.0509
957,インフェルノ,Mrs. GREEN APPLE,j-rock,happy,0.918,92.504,0.662,0.533,0.00894,0.0,0.643,0.0616
958,Destina,Yeni Türkü,j-rock,melancholy,0.218,95.421,0.266,0.457,0.572,4.45e-06,0.152,0.0282
959,FOLLOW ME,andymori,j-rock,energetic,0.977,157.3,0.644,0.296,1.34e-05,0.0501,0.134,0.172
960,手紙,back number,j-rock,fiery,0.565,146.064,0.314,0.463,0.037,0.0,0.316,0.0251
961,Santa Cruzin',"Grover Washington, Jr.",jazz,energetic,0.639,99.645,0.602,0.688,0.47,0.655,0.117,0.0425
962,All I Want For Christmas (Is My Two Front Teeth),Nat King Cole Trio,jazz,peaceful,0.158,130.072,0.504,0.771,0.895,0.0,0.144,0.0621
963,Sleigh Ride,Ella Fitzgerald,jazz,peaceful,0.287,77.117,0.639,0.593,0.764,0.0,0.153,0.0469
964,L-O-V-E - Remastered 2004,Nat King Cole,jazz,peaceful,0.278,76.925,0.692,0.521,0.742,2.48e-06,0.0736,0.0774
965,Tea For Two,BLOSSOM DEARIE,jazz,melancholy,0.0196,102.338,0.162,0.439,0.959,2.19e-05,0.13,0.0378
966,Dandini Dandini Dastana,Sertab Erener,jazz,melancholy,0.233,88.08,0.275,0.506,0.957,2.8e-05,0.116,0.0276
967,"God Rest Ye, Merry Gentlemen",Kenny Burrell,jazz,peaceful,0.47,51.206,0.623,0.334,0.941,0.967,0.127,0.0322
968,Our Love Is Here To Stay,Dinah Washington,jazz,melancholy,0.165,120.301,0.205,0.418,0.91,2.02e-05,0.213,0.0442
969,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,jazz,peaceful,0.332,134.999,0.683,0.484,0.787,0.0,0.373,0.037
970,Fış Fış Kayıkçı,Sertab Erener;Can Bonomo,jazz,melancholy,0.134,117.838,0.119,0.657,0.986,0.0,0.114,0.0357
971,Papa Chico,Tony Esposito,jazz,tender,0.256,97.796,0.775,0.823,0.261,0.000675,0.06,0.0549
972,So Many Santas,Jamie Cullum,jazz,fiery,0.706,114.842,0.479,0.508,0.15,0.0,0.376,0.0475
973,The One,MALIQ & D'Essentials,jazz,happy,0.606,79.014,0.678,0.714,0.652,2.47e-05,0.117,0.0709
974,Happy Holiday,Peggy Lee,jazz,peaceful,0.499,192.76,0.69,0.369,0.829,1.75e-06,0.154,0.0448
975,Autumn In New York,Bobby Timmons,jazz,melancholy,0.112,68.879,0.15,0.421,0.994,0.871,0.0952,0.0454
976,House of Cards - Full Length Edition,BTS,k-pop,fiery,0.668,104.961,0.384,0.367,0.336,0.0,0.147,0.052
977,Voice Of Unity,Yuvan Shankar Raja;Silambarasan TR;Arivu,k-pop,aggressive,0.895,149.951,0.336,0.632,0.0594,0.000198,0.174,0.13
978,What is Love,TWICE,k-pop,energetic,0.909,169.966,0.569,0.574,0.0987,0.0,0.264,0.0658
979,Taal Se Taal,Alka Yagnik;Udit Narayan,k-pop,energetic,0.532,95.007,0.614,0.682,0.0155,0.00041,0.128,0.0966
980,Hey Kiliyirukku,Ilaiyaraaja,k-pop,excited,0.572,112.478,0.79,0.803,0.811,0.00338,0.0962,0.205
981,Azhagho Azhaghu,Yuvan Shankar Raja;Naresh Iyer,k-pop,excited,0.603,108.039,0.789,0.83,0.395,0.0,0.0415,0.0374
982,Somebody!,Loco;Hwa Sa,k-pop,happy,0.683,105.02,0.768,0.719,0.329,0.0,0.123,0.0328
983,Aanandha Yaazhai,Yuvan Shankar Raja;Sriram Parthasarathy,k-pop,peaceful,0.335,120.011,0.65,0.768,0.784,0.0,0.105,0.0378
984,So What,BTS,k-pop,aggressive,0.883,129.943,0.461,0.657,0.0238,0.0,0.0481,0.0733
985,ParadoXXX Invasion,ENHYPEN,k-pop,happy,0.863,94.952,0.72,0.727,0.0298,0.0,0.334,0.0879
986,"Thattiputta - From ""Maamanithan""",Ilaiyaraaja;Yuvan Shankar Raja,k-pop,chill,0.444,130.936,0.695,0.716,0.329,1.63e-06,0.209,0.0405
987,Guerrilla,ATEEZ,k-pop,energetic,0.89,181.963,0.581,0.555,0.00399,0.0,0.0506,0.132
988,Hum Tere Bin Kahin Reh Nahin Paate,Anuradha Paudwal;Manhar Udhas,k-pop,happy,0.536,125.734,0.696,0.512,0.888,0.00353,0.305,0.048
989,Valley of Lies,TOMORROW X TOGETHER;iann dior,k-pop,excited,0.743,140.004,0.96,0.753,0.286,0.0,0.144,0.0338
990,Shree Durga Chalisa,Anuradha Paudwal,k-pop,happy,0.604,154.282,0.699,0.588,0.358,0.0,0.543,0.0485
991,Knight Delight,Koo Koo Kanga Roo,kids,excited,0.602,112.942,0.682,0.869,0.275,0.0,0.392,0.388
992,Stretching Song,Miss Melodee,kids,energetic,0.702,94.017,0.645,0.721,0.174,0.0,0.251,0.0351
993,I Love My Boots,Dora The Explorer,kids,excited,0.551,167.038,0.897,0.769,0.117,0.0,0.216,0.293
994,Lmnop,Koo Koo Kanga Roo,kids,excited,0.865,135.02,0.688,0.768,0.0223,0.0,0.0852,0.0374
995,When You Grow Up What Will You Be?,Dora The Explorer,kids,happy,0.668,174.86,0.851,0.648,0.0617,0.00105,0.273,0.0365
996,The Muppet Show Theme,Little Apple Band,kids,excited,0.602,114.979,0.659,0.824,0.816,0.0011,0.11,0.0734
997,I Want Tacos,Desmond Dennis,kids,moody,0.435,68.134,0.474,0.71,0.31,0.0,0.0679,0.0557
998,Food Fight,Koo Koo Kanga Roo,kids,happy,0.776,121.721,0.669,0.716,0.0626,0.0,0.22,0.343
999,Nothing But Love,Spookie Blue,kids,fiery,0.647,91.996,0.45,0.765,0.0559,0.00369,0.1,0.0352
1000,Go Bananas,Jack Hartmann,kids,excited,0.733,106.0,0.848,0.833,0.107,0.0,0.0414,0.0548
1001,October,Jack Hartmann,kids,excited,0.819,114.963,0.535,0.971,0.0867,1.82e-06,0.0373,0.213
1002,Chu Chu Uah - English Translated,Rik Gaynor,kids,excited,0.655,130.071,0.765,0.802,0.0289,0.0,0.715,0.166
1003,Bee over There,Koo Koo Kanga Roo,kids,excited,0.908,130.034,0.853,0.826,0.0654,0.000202,0.125,0.0724
1004,Jump Jump - Original Version,Choo Choo Soul,kids,excited,0.615,102.949,0.755,0.918,0.077,7.92e-06,0.264,0.225
1005,Naptime,Blake Rules;Netherfriends,kids,chill,0.459,134.019,0.708,0.947,0.275,0.0,0.103,0.129
1006,Algo Me Gusta De Ti,Wisin & Yandel;Chris Brown;T-Pain,latin,aggressive,0.769,127.949,0.237,0.626,0.00291,0.0,0.0598,0.0325
1007,Hasta Abajo,Don Omar,latin,excited,0.885,89.966,0.673,0.759,0.351,3.68e-05,0.468,0.0636
1008,Ahora Dice,Chris Jedi;J Balvin;Ozuna;Arcangel,latin,fiery,0.691,143.982,0.427,0.704,0.255,0.0,0.129,0.158
1009,Salió El Sol,Don Omar,latin,excited,0.708,109.976,0.965,0.886,0.107,0.0114,0.044,0.0911
1010,Feliz Cumpleaños Ferxxo,Feid,latin,excited,0.573,94.999,0.563,0.865,0.0863,0.0,0.305,0.0678
1011,Amor Completo,Mon Laferte,latin,melancholy,0.418,175.567,0.347,0.389,0.664,5.71e-05,0.108,0.027
1012,Ley Seca,Jhayco;Anuel AA,latin,excited,0.843,105.016,0.56,0.759,0.127,0.0,0.114,0.0913
1013,UN PESO,J Balvin;Bad Bunny;Marciano Cantero,latin,happy,0.675,79.31,0.961,0.627,0.125,0.0,0.0784,0.212
1014,Ferxxo 100,Feid,latin,energetic,0.562,163.893,0.569,0.705,0.257,0.0,0.137,0.0674
1015,Te Veo,Lasso,latin,energetic,0.66,81.052,0.567,0.62,0.254,0.0,0.0605,0.0299
1016,Fresa,TINI;Lalo Ebratt,latin,excited,0.866,95.993,0.864,0.781,0.216,0.0,0.101,0.0867
1017,MIA (feat. Drake),Bad Bunny;Drake,latin,intense,0.539,97.062,0.158,0.817,0.0141,0.000496,0.099,0.0621
1018,SI TÚ SUPIERAS,Feid,latin,energetic,0.664,174.972,0.586,0.673,0.376,0.0,0.111,0.177
1019,PORFA - Remix,Feid;J Balvin;Maluma;Nicky Jam;Sech;Justin Quiles,latin,excited,0.737,167.969,0.697,0.793,0.0765,0.0,0.0747,0.0785
1020,Hey Mor,Ozuna;Feid,latin,fiery,0.589,98.002,0.399,0.901,0.00302,0.000237,0.0992,0.289
1021,Aborrecio,Harry Nach;Nikxz,latino,aggressive,0.818,120.015,0.29,0.831,0.106,0.00899,0.107,0.0594
1022,PPP,Kevin Roldan,latino,excited,0.625,92.994,0.774,0.798,0.383,3.33e-05,0.125,0.13
1023,Casualidad,Nacho;Ozuna,latino,excited,0.855,101.067,0.867,0.835,0.0453,0.0,0.147,0.07
1024,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,excited,0.845,170.023,0.769,0.795,0.105,1.14e-05,0.172,0.135
1025,Chat,Young Cister,latino,moody,0.364,140.093,0.248,0.83,0.468,0.0,0.0476,0.177
1026,Si No Te Quisiera,Juan Magán;Belinda;Lapiz Conciente,latino,happy,0.874,128.02,0.788,0.705,0.17,0.0,0.0669,0.0723
1027,Lover,Young Cister,latino,excited,0.533,145.004,0.597,0.763,0.779,7.32e-05,0.182,0.0489
1028,Shaky Shaky,Daddy Yankee,latino,excited,0.626,88.007,0.873,0.899,0.076,0.0,0.0631,0.292
1029,Secreto,Anuel AA;KAROL G,latino,excited,0.803,91.982,0.706,0.807,0.6,0.0085,0.136,0.126
1030,LA INOCENTE,Mora;Feid,latino,aggressive,0.789,91.911,0.464,0.757,0.307,0.0,0.0717,0.0583
1031,XCLUSIVE,Drago200;Ak4:20,latino,excited,0.865,95.091,0.651,0.754,0.0586,0.0,0.0785,0.223
1032,BOBO,Mariah Angeliq;Bad Gyal;Maria Becerra,latino,energetic,0.818,92.004,0.541,0.714,0.0724,0.0,0.115,0.0532
1033,No Le Bajo,Ecko;Omar Varela,latino,excited,0.539,88.017,0.808,0.826,0.0317,0.0,0.074,0.102
1034,Mona Lisa,Nacho;Nicky Jam,latino,excited,0.776,94.996,0.704,0.816,0.238,4.36e-06,0.0642,0.0562
1035,Arcoíris,J Balvin;Mr Eazi,latino,aggressive,0.781,186.162,0.413,0.611,0.08,0.0,0.264,0.149
1036,Chekele,Ashic Arun,malay,sad,0.319,94.982,0.186,0.728,0.402,0.0918,0.14,0.029
1037,Yathra,Aromal Chekaver,malay,sad,0.331,160.474,0.414,0.488,0.409,3.86e-05,0.0956,0.0527
1038,Kilippattu,Ribin Richard;ThirumaLi,malay,excited,0.821,109.957,0.529,0.795,0.111,0.00103,0.167,0.0583
1039,Iravukal/Nights,Pina Colada Blues;XACHIN;GWS,malay,peaceful,0.415,129.984,0.554,0.769,0.6,0.000882,0.172,0.0441
1040,Vathikkalu Vellaripravu,Noel Toms;Anju Abraham,malay,melancholy,0.0953,176.16,0.318,0.524,0.98,0.00316,0.103,0.0425
1041,"Eeran Meghame (From ""Nasrani"")",Manjari;Bijibal,malay,energetic,0.503,164.74,0.546,0.373,0.765,0.0,0.104,0.0496
1042,Selamat Jalan Kekasih,D’MASIV;Chrisye,malay,moody,0.457,148.043,0.295,0.445,0.46,0.0,0.0913,0.0263
1043,Nee Himamazhayayi - Edakkad Battalion - Malayalam Song,Noel Toms,malay,melancholy,0.141,132.103,0.345,0.473,0.932,0.144,0.0525,0.0354
1044,Thangum Karangal,Kester,malay,melancholy,0.345,189.65,0.379,0.338,0.803,1.48e-06,0.135,0.0469
1045,Nalla Devane,Don Valiyavelicham;Sreya Anna Joseph,malay,melancholy,0.379,139.817,0.271,0.49,0.786,0.0118,0.0776,0.0297
1046,Anivagha Poothoren,K. S. Harisankar,malay,melancholy,0.411,72.132,0.191,0.411,0.512,0.0326,0.097,0.0326
1047,Pirantha Naal,Havoc Mathan;Havoc Naven,malay,fiery,0.705,140.211,0.498,0.594,0.123,0.0,0.12,0.0922
1048,Aara?,Street Academics,malay,fiery,0.525,84.011,0.39,0.79,0.264,0.0,0.136,0.228
1049,Oora,Dabzee;SA;AbRaw,malay,aggressive,0.792,140.005,0.284,0.695,0.481,5.65e-05,0.185,0.0902
1050,Oru Nimisham,Kester,malay,moody,0.493,81.07,0.278,0.548,0.203,0.0,0.261,0.0259
1051,剛剛好,Joker Xue,mandopop,melancholy,0.41,113.674,0.151,0.473,0.603,7.06e-06,0.109,0.043
1052,醉清風,Xian Zi,mandopop,melancholy,0.408,149.918,0.28,0.584,0.724,3.03e-06,0.0732,0.0441
1053,無緣的,楊宗憲,mandopop,melancholy,0.468,76.014,0.365,0.474,0.628,4.86e-05,0.274,0.0281
1054,被風吹過的夏天,金莎,mandopop,fiery,0.535,123.789,0.341,0.551,0.604,0.0,0.102,0.0312
1055,算什麼男人,Jay Chou,mandopop,fiery,0.572,106.943,0.306,0.523,0.356,1.29e-06,0.121,0.0274
1056,你是我所有的回憶,Johnny Yin,mandopop,melancholy,0.225,95.829,0.155,0.47,0.853,0.000103,0.162,0.031
1057,歐若拉,Angela Chang,mandopop,happy,0.77,170.001,0.651,0.507,0.0927,0.0,0.277,0.0588
1058,Baby U Decide,高爾宣 OSN,mandopop,energetic,0.781,139.959,0.56,0.75,0.207,0.0,0.0962,0.12
1059,不是我不明白,Fish Leong;Crowd Lu,mandopop,melancholy,0.341,130.127,0.199,0.625,0.796,0.0,0.0764,0.0291
1060,等你下課,Jay Chou;Gary Yang,mandopop,melancholy,0.415,147.909,0.465,0.586,0.504,0.0,0.103,0.0325
1061,哪裡都是你,Jay Chou,mandopop,intense,0.593,131.928,0.158,0.447,0.153,1.35e-06,0.111,0.0263
1062,怎麼了,Eric Chou,mandopop,intense,0.565,139.926,0.253,0.502,0.696,5.55e-05,0.156,0.0358
1063,Three Kingdom Love,TANK 呂建忠,mandopop,happy,0.893,151.924,0.812,0.531,0.192,0.0,0.0899,0.0445
1064,情難枕,邰正宵,mandopop,fiery,0.525,115.877,0.434,0.56,0.505,1.02e-05,0.0817,0.0319
1065,錯的人,Elva Hsiao,mandopop,melancholy,0.499,127.689,0.247,0.491,0.755,0.0,0.102,0.0375
1066,Broken,Seether;Amy Lee,metal,intense,0.61,123.762,0.214,0.448,0.0102,0.000491,0.135,0.0342
1067,Até Quando?,Oficina G3,metal,energetic,0.869,182.013,0.506,0.478,0.000679,0.0796,0.714,0.0591
1068,From the Inside,Linkin Park,metal,aggressive,0.965,95.028,0.453,0.466,0.042,0.0,0.101,0.0904
1069,Watch Over You,Alter Bridge,metal,intense,0.658,172.326,0.16,0.276,0.0836,0.000553,0.161,0.0329
1070,Maymunlar Gezegeni,Pentagram,metal,aggressive,0.981,174.884,0.402,0.322,3.05e-05,0.483,0.262,0.075
1071,Bella,Red Hot Chili Peppers,metal,happy,0.815,171.379,0.812,0.492,0.00643,2e-05,0.0875,0.0487
1072,Aniket Prantor,Artcell,metal,energetic,0.923,137.998,0.5,0.5,0.0374,0.00354,0.114,0.0888
1073,Cry Little Sister vs. Hello Zepp,Celldweller,metal,fiery,0.74,140.031,0.338,0.544,0.000286,0.214,0.388,0.0352
1074,Jump - 2015 Remaster,Van Halen,metal,happy,0.835,129.981,0.795,0.572,0.171,0.000377,0.0702,0.0317
1075,Paranoid,Megadeth,metal,energetic,0.973,187.385,0.628,0.355,0.000359,0.154,0.142,0.071
1076,Perfect Strangers,Deep Purple,metal,energetic,0.721,97.578,0.611,0.521,0.00348,0.0113,0.391,0.0254
1077,"Vermilion, Pt. 2",Slipknot,metal,moody,0.442,122.688,0.0904,0.589,0.334,0.000424,0.0987,0.0291
1078,Tippa My Tongue,Red Hot Chili Peppers,metal,happy,0.913,88.418,0.795,0.573,0.00861,0.0273,0.114,0.0409
